diseaseId,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,NofGenes,NofPmids
C0206708,"Cervical Intraepithelial Neoplasia",disease,C04,"Neoplastic Process",398,482
C0206709,"Cystadenoma, Serous",disease,C04,"Neoplastic Process",18,20
C0206710,"Basal Cell Neoplasm",disease,C04,"Neoplastic Process",58,11
C0206711,Pilomatrixoma,disease,C04,"Neoplastic Process",24,21
C0206712,"Mucoepidermoid Tumor",disease,C04,"Neoplastic Process",3,1
C0206713,"Papilloma, Intraductal",disease,C04,"Neoplastic Process",8,4
C0206715,"Neoplasms, Neuroepithelial",group,C04,"Neoplastic Process",46,43
C0206716,Ganglioglioma,disease,C04,"Neoplastic Process",91,89
C0206717,"Olfactory Neuroblastoma",disease,C04;C10,"Neoplastic Process",38,31
C0206718,Ganglioneuroblastoma,disease,C04,"Neoplastic Process",57,43
C0206719,"Central Neurocytoma",disease,C04;C10,"Neoplastic Process",16,12
C0206720,"Squamous Cell Neoplasms",group,C04,"Neoplastic Process",22,19
C0206721,"Inverted Papilloma",disease,C04,"Neoplastic Process",51,44
C0206723,"Sertoli-Leydig Cell Tumor",disease,C04;C13;C12;C19,"Neoplastic Process",13,37
C0206724,"Sex Cord-Stromal Tumor",disease,C04,"Neoplastic Process",28,38
C0206725,"Subependymal Glioma",disease,C04,"Neoplastic Process",13,12
C0206726,gliosarcoma,disease,C04,"Neoplastic Process",80,63
C0206727,"Nerve Sheath Tumors",group,C04;C10,"Neoplastic Process",31,29
C0206728,"Plexiform Neurofibroma",disease,C04;C10,"Neoplastic Process",46,49
C0206729,Neurofibrosarcoma,disease,C04;C10,"Neoplastic Process",20,14
C0206730,Neurothekeoma,disease,C04,"Neoplastic Process",2,1
C0206731,Angiofibroma,disease,C04,"Neoplastic Process",45,35
C0206732,"Epithelioid hemangioendothelioma",disease,C04,"Neoplastic Process",36,44
C0206733,"Strawberry nevus of skin",disease,C04,"Neoplastic Process",112,85
C0206734,Hemangioblastoma,disease,C04,"Neoplastic Process",79,111
C0206735,"Melanoma, Amelanotic",disease,C04,"Neoplastic Process",19,21
C0206736,"Nevus, Blue",disease,C04,"Neoplastic Process",17,23
C0206737,"Nevus, Intradermal",disease,C04,"Neoplastic Process",4,3
C0206739,"Epithelioid and spindle cell nevus",disease,C04,"Neoplastic Process",21,16
C0206740,"Calcifying Odontogenic Cyst",disease,C04;C05;C07,"Anatomical Abnormality",15,11
C0206743,"Rhabdoid Tumor",disease,C04,"Neoplastic Process",103,225
C0206744,"T-Lymphocytopenia, Idiopathic CD4-Positive",disease,C20;C15,"Disease or Syndrome",3,2
C0206750,"Coronavirus Infections",group,C01,"Disease or Syndrome",33,30
C0206751,"Rhabdoviridae Infections",group,C01,"Disease or Syndrome",1,1
C0206752,"Alphavirus Infections",group,C01,"Disease or Syndrome",19,16
C0206754,"Neuroendocrine Tumors",group,C04,"Neoplastic Process",491,922
C0206762,"Limb Deformities, Congenital",group,C16;C05,"Congenital Abnormality",59,96
C0206769,"Nevi and Melanomas",group,C04,"Neoplastic Process",30,25
C0220597,"Adult Hodgkin Lymphoma",disease,C04;C20;C15,"Neoplastic Process",399,482
C0220603,"Childhood Brain Neoplasm",disease,C04;C10,"Neoplastic Process",44,39
C0220605,"Adult Non-Hodgkin Lymphoma",disease,C04;C20;C15,"Neoplastic Process",370,509
C0220611,"Childhood Rhabdomyosarcoma",disease,C04,"Neoplastic Process",517,627
C0220612,"Childhood Non-Hodgkin Lymphoma",disease,C04;C20;C15,"Neoplastic Process",371,512
C0220613,"Adult Soft Tissue Sarcoma",disease,NULL,"Neoplastic Process",162,190
C0220615,"Adult Acute Myeloblastic Leukemia",disease,C04,"Neoplastic Process",160,201
C0220620,"Gastrointestinal Carcinoid Tumor",disease,C06;C04;C19,"Neoplastic Process",323,278
C0220621,"Childhood Acute Myeloid Leukemia",disease,C04,"Neoplastic Process",215,284
C0220624,"Adult Brain Neoplasm",disease,C04;C10,"Neoplastic Process",15,9
C0220630,"Adult Liver Carcinoma",disease,C06;C04,"Neoplastic Process",1377,1618
C0220633,"Uveal melanoma",disease,C04;C11,"Neoplastic Process",376,445
C0220636,"Malignant neoplasm of salivary gland",disease,C04;C07,"Neoplastic Process",91,37
C0220641,"Lip and Oral Cavity Carcinoma",disease,C04;C07,"Neoplastic Process",734,975
C0220644,"Childhood Hodgkin Lymphoma",disease,C04;C20;C15,"Neoplastic Process",399,481
C0220645,"Childhood Soft Tissue Sarcoma",disease,NULL,"Neoplastic Process",166,195
C0220647,"Carcinoma of unknown primary",disease,C23;C04,"Neoplastic Process",8,6
C0220648,"Renal Pelvis and Ureter Urothelial Carcinoma",disease,C04;C13;C12,"Neoplastic Process",2,2
C0220650,"Metastatic malignant neoplasm to brain",disease,C23;C04;C10,"Neoplastic Process",392,810
C0220654,"Meningeal Carcinomatosis",disease,C04;C10,"Neoplastic Process",14,26
C0220656,"Malignant ascites",disease,C23;C06;C04,"Neoplastic Process",86,62
C0220658,"Pfeiffer Syndrome",disease,C16;C05,"Disease or Syndrome",8,81
C0220659,Acrodysostosis,disease,C23;C16;C05;C10;F03;F01,"Disease or Syndrome",31,26
C0220662,"ARTHROGRYPOSIS, DISTAL, TYPE 1",disease,C16;C05,"Disease or Syndrome; Congenital Abnormality",9,25
C0220663,"BLEPHAROPHIMOSIS, PTOSIS, AND EPICANTHUS INVERSUS (disorder)",disease,C16;C13;C11;C17;C12,"Disease or Syndrome",9,52
C0220664,"BRACHYDACTYLY, TYPE D",disease,C16;C05,"Congenital Abnormality",8,7
C0220666,"ARTHROGRYPOSIS MULTIPLEX CONGENITA, DISTAL, TYPE IIA",disease,C16;C05;C07,"Disease or Syndrome",15,25
C0220668,"Congenital contractural arachnodactyly",disease,C16;C05,"Congenital Abnormality",559,460
C0220669,"Familial benign neonatal epilepsy",disease,C16;C10,"Disease or Syndrome",19,109
C0220679,"Ehlers-Danlos Syndrome, Autosomal Dominant, Type Unspecified",disease,C16;C17;C15;C14,"Disease or Syndrome",3,3
C0220685,"Achondrogenesis type 2",disease,C16;C05,"Congenital Abnormality",3,22
C0220687,"KBG syndrome",disease,C23;C16;C05;C10;F03;C07;F01,"Disease or Syndrome",3,30
C0220690,"Macrocephaly, benign familial",disease,C16;C05;C10,"Congenital Abnormality",1,1
C0220692,"Maxillonasal dysplasia, Binder type",disease,C16;C05;C07,"Disease or Syndrome",1,1
C0220693,"Microcephaly autosomal dominant",disease,C16;C05;C10,"Disease or Syndrome",2,2
C0220695,"Neurofibromatosis, type 4, of Riccardi",disease,C16;C04;C10,"Disease or Syndrome",2,4
C0220697,"POLYDACTYLY, POSTAXIAL",disease,C16;C05,"Disease or Syndrome",61,29
C0220701,"RETINITIS PIGMENTOSA 1",disease,C16;C11,"Disease or Syndrome",32,29
C0220702,"SCHIZOPHRENIA 1 (disorder)",disease,F03,"Mental or Behavioral Dysfunction",5,4
C0220704,"Shprintzen syndrome",disease,C16;C05;C19;C15;C14,"Disease or Syndrome",46,105
C0220708,"VATER Association",disease,C16;C06;C14,"Disease or Syndrome",12,8
C0220710,"Medium-chain acyl-coenzyme A dehydrogenase deficiency",disease,C16;C18,"Disease or Syndrome",15,123
C0220711,"Long chain acyl-CoA dehydrogenase deficiency",disease,C16;C18,"Disease or Syndrome",2,6
C0220721,"CATARACT 46, JUVENILE-ONSET",disease,NULL,"Disease or Syndrome",1,1
C0220722,"Cerebrooculofacioskeletal Syndrome 1",disease,C16;C18;C05;C10,"Congenital Abnormality",7,20
C0220723,"CHOANAL ATRESIA, POSTERIOR",phenotype,C16;C08;C09,Finding,2,0
C0220724,"CONSTRICTING BANDS, CONGENITAL",disease,C16,"Congenital Abnormality",16,17
C0220726,"Diastrophic dysplasia",disease,C16;C05;C19,"Disease or Syndrome",56,82
C0220730,"Fryns syndrome",disease,C23;C16;C05,"Disease or Syndrome",3,5
C0220743,"Childhood hypophosphatasia (disorder)",disease,C16;C18,"Disease or Syndrome; Congenital Abnormality",1,13
C0220744,"Multiple gastrointestinal atresias (disorder)",disease,C16;C06,"Congenital Abnormality",5,17
C0220748,"Cartilage-hair hypoplasia",disease,C16;C06;C05;C20,"Disease or Syndrome; Congenital Abnormality",49,102
C0220754,"Biotinidase Deficiency",disease,C16;C18,"Disease or Syndrome",6,86
C0220756,"Niemann-Pick Disease, Type C",disease,C16;C18;C10;C15,"Disease or Syndrome",201,309
C0220761,"Dizygotic twins (disorder)",phenotype,NULL,Finding,1,0
C0220765,"Weaver-Like Syndrome",disease,C16;C05;C19,"Disease or Syndrome",3,2
C0220766,"Congenital hypoplasia of adrenal gland",disease,C16;C19,"Congenital Abnormality",45,144
C0220767,"Craniofrontonasal dysplasia",disease,C16;C05,"Disease or Syndrome",8,26
C0220769,"FG syndrome",disease,C23;C16;C06;C10,"Disease or Syndrome",19,26
C0220775,"RUSSELL-SILVER SYNDROME, X-LINKED",disease,C23;C16;C17;C05,"Disease or Syndrome",4,6
C0220787,"Endotracheal aspiration",phenotype,NULL,"Pathologic Function",13,0
C0220810,"Congenital defects",group,NULL,"Congenital Abnormality",126,143
C0220870,Lightheadedness,phenotype,C23,"Sign or Symptom",1,1
C0220981,"Metabolic acidosis",phenotype,C18,"Pathologic Function",85,7
C0220982,Ketoacidosis,phenotype,C18,"Pathologic Function",1,1
C0220983,"Metabolic alkalosis",disease,C18,"Disease or Syndrome",27,20
C0220987,"Hereditary orotic aciduria",disease,C16;C18,"Disease or Syndrome",1,4
C0220988,Xanthinuria,disease,C16;C18,"Disease or Syndrome",3,4
C0220989,"Acquired partial lipodystrophy",disease,C18;C17,"Disease or Syndrome",7,8
C0220991,"Rotor Syndrome",disease,C16;C18,"Disease or Syndrome",3,6
C0220992,Histidinemia,phenotype,C16;C18,"Disease or Syndrome",2,4
C0220993,Cystathioninuria,phenotype,C16;C18,"Disease or Syndrome",2,11
C0220994,Hyperammonemia,phenotype,C23,"Disease or Syndrome",102,162
C0220996,"Infantile scurvy",disease,C18,"Disease or Syndrome",4,2
C0220998,"Hypothalamic hypothyroidism",disease,C19,"Disease or Syndrome",5,2
C0221002,"Hyperparathyroidism, Primary",disease,C19,"Disease or Syndrome",115,304
C0221005,"Mauriac's syndrome",disease,C23;C16;C06;C18;C05;C19,"Disease or Syndrome",3,2
C0221011,"Malignant Atrophic Papulosis",disease,C17;C14,"Disease or Syndrome",2,2
C0221013,"Mastocytosis, Systemic",disease,C04;C20,"Neoplastic Process",94,200
C0221014,"Reactive systemic amyloidosis",disease,C18;C17,"Disease or Syndrome",41,84
C0221016,"Red blood cell disorder",group,C23;C15,"Disease or Syndrome",6,4
C0221018,"Hereditary sideroblastic anemia",disease,C18;C15,"Disease or Syndrome",9,15
C0221019,"Sickle cell-beta-thalassemia",disease,C16;C15,"Disease or Syndrome",7,7
C0221021,"Microangiopathic hemolytic anemia",disease,C15,"Disease or Syndrome",31,27
C0221023,"Cyclic neutropenia",disease,C15,"Disease or Syndrome",52,68
C0221025,"Kasabach-Merritt syndrome",disease,C04;C15,"Disease or Syndrome",6,4
C0221026,"X-linked agammaglobulinemia",disease,C16;C20;C15,"Disease or Syndrome",68,255
C0221027,"Immunodeficiency with thymoma",disease,C04;C08;C20;C15,"Disease or Syndrome",1,1
C0221028,"Neonatal thrombocytopenia (disorder)",disease,C15;C14,"Disease or Syndrome",15,12
C0221030,"Hyperviscosity syndrome",disease,C23;C15,"Disease or Syndrome",2,1
C0221032,"Familial generalized lipodystrophy",disease,C16;C18;C17,"Disease or Syndrome",49,101
C0221033,"Trisomy X syndrome",disease,C23;C16;C13;C12;C19,"Disease or Syndrome",12,13
C0221034,"gastrointestinal allergy",disease,C06;C20,"Disease or Syndrome",2,2
C0221036,"Acrodermatitis enteropathica",disease,C16;C17,"Disease or Syndrome",8,28
C0221043,"Liddle Syndrome",disease,C16;C13;C12,"Disease or Syndrome",19,55
C0221045,"High output heart failure",disease,C14,"Disease or Syndrome",5,3
C0221047,"Bradycardia-tachycardia syndrome",disease,C23;C14,"Disease or Syndrome",3,3
C0221052,"Chronic berylliosis",disease,C23;C01;C08;C24;C26,"Disease or Syndrome",26,29
C0221054,"Welander Distal Myopathy",disease,C16;C05;C10,"Disease or Syndrome",8,9
C0221055,"Paramyotonia Congenita (disorder)",disease,C05;C10,"Disease or Syndrome",17,57
C0221056,"Adult type dermatomyositis",disease,C17;C05;C10,"Disease or Syndrome",218,227
C0221060,"Mobius Syndrome",disease,C16;C10;C07,"Disease or Syndrome",28,28
C0221061,"Behr syndrome",disease,C23;C11;C10;F03;C09;F01,"Disease or Syndrome",2,8
C0221065,"Subacute Combined Degeneration",disease,C23;C18;C10,"Disease or Syndrome",3,2
C0221069,"Anterior Spinal Artery Syndrome",disease,C10;C14,"Disease or Syndrome",1,1
C0221074,"Depression, Postpartum",disease,C13;F03,"Mental or Behavioral Dysfunction",54,52
C0221100,"Hangover from any Alcohol or Other Drugs substance",phenotype,NULL,"Sign or Symptom",14,8
C0221106,Alkalemia,disease,NULL,"Disease or Syndrome",38,33
C0221150,"Swallowing painful",phenotype,C23;C06;C09,"Sign or Symptom",2,1
C0221151,"Projectile vomiting",phenotype,C23;C06,"Sign or Symptom",1,0
C0221152,Obstipation,disease,C23;C06,"Disease or Syndrome",3,2
C0221154,"Paroxysmal hypertension",disease,C14,"Disease or Syndrome",9,1
C0221155,"Systolic hypertension",disease,C14,"Disease or Syndrome",19,19
C0221163,"Motor Disorders",group,F03,"Disease or Syndrome",25,25
C0221165,Diplegia,disease,NULL,"Disease or Syndrome",4,4
C0221166,Paraparesis,phenotype,C23;C10,"Sign or Symptom",31,11
C0221168,Podagra,disease,C16;C18;C05;F03,"Disease or Syndrome",1,0
C0221169,Hemiballismus,disease,C23;C10,"Disease or Syndrome",9,6
C0221170,"Muscular stiffness",phenotype,C10,"Sign or Symptom",92,44
C0221182,Chordee,disease,C12,"Congenital Abnormality",11,0
C0221184,"Bitemporal Hemianopia",phenotype,C23;C11;C10,Finding,9,0
C0221199,"Abnormal palmar creases",disease,C16;C17;C05,"Congenital Abnormality",5,2
C0221207,"Urticaria due to cold",disease,C17;C20;C26,"Disease or Syndrome",4,4
C0221209,"Pelvic kidney",disease,NULL,"Congenital Abnormality",15,0
C0221210,"Congenital malrotation of intestine",disease,C23;C16;C06,"Congenital Abnormality",77,5
C0221214,"Vascular ring",disease,C16;C14,"Congenital Abnormality",8,4
C0221215,"Common atrioventricular canal",disease,C16;C14,"Congenital Abnormality",4,2
C0221217,"Neck webbing",disease,C16;C17,"Congenital Abnormality",78,1
C0221218,"Fordyce's disease",disease,C16;C06;C17;C08,"Disease or Syndrome; Congenital Abnormality",1,1
C0221219,"Ectopic pancreas",disease,C16,"Congenital Abnormality",4,3
C0221227,"Centriacinar Emphysema",disease,C08,"Disease or Syndrome",14,9
C0221228,Comedone,disease,C17,"Disease or Syndrome",53,45
C0221232,Welts,phenotype,C23;C17;C20,"Sign or Symptom",53,27
C0221237,"Angular cheilitis",disease,C23;C01;C17;C07,"Disease or Syndrome",1,0
C0221238,"Mesangial proliferative glomerulonephritis",disease,C13;C12,"Disease or Syndrome",37,39
C0221239,"Rapidly progressive glomerulonephritis",disease,C13;C12,"Disease or Syndrome",19,14
C0221243,"Necrolytic Migratory Erythema",disease,C23;C17,"Disease or Syndrome",2,3
C0221244,"Seborrheic dermatitis of scalp",disease,C17,"Disease or Syndrome",3,3
C0221245,"Fissure in skin",phenotype,C17,Finding,3,0
C0221248,Tophus,disease,C16;C18;C17;C05,"Acquired Abnormality",14,13
C0221252,"Eruptive xanthoma",disease,C18,"Disease or Syndrome",4,1
C0221253,"Xanthoma tendinosum",disease,C18,"Disease or Syndrome",15,9
C0221259,Trichiasis,disease,C11,"Disease or Syndrome",12,7
C0221260,"Dystrophia unguium",disease,C23;C17,"Disease or Syndrome",81,22
C0221261,Koilonychia,phenotype,C17,"Sign or Symptom",14,1
C0221262,Poliosis,disease,C23;C17,"Disease or Syndrome",5,1
C0221263,"Cafe-au-Lait Spots",phenotype,C23;C17,Finding,74,8
C0221268,"Colloid goiter",disease,C19,"Disease or Syndrome",7,2
C0221269,Pseudolymphoma,disease,C15,"Neoplastic Process",58,31
C0221270,Acanthosis,phenotype,C23,Finding,37,0
C0221271,"Elastosis perforans serpiginosa",disease,C17,"Disease or Syndrome",66,45
C0221273,"Juvenile polyp",disease,C23;C04,"Neoplastic Process",16,12
C0221276,"Relative erythrocytosis",disease,C15,"Disease or Syndrome",3,3
C0221277,"Atypical lymphocyte",phenotype,NULL,Finding,13,0
C0221278,Anisocytosis,phenotype,NULL,Finding,16,0
C0221281,Poikilocytosis,phenotype,NULL,Finding,14,0
C0221287,"Combined Hepatocellular Carcinoma and Cholangiocarcinoma",disease,C06;C04,"Neoplastic Process",11,7
C0221289,"Synovioma, benign",disease,C04,"Disease or Syndrome",2,1
C0221290,"Chondromyxoid fibroma",disease,C04,"Neoplastic Process",12,6
C0221292,"Basophilic leukemia",disease,C04,"Neoplastic Process",32,22
C0221333,Hypouricemia,phenotype,C23;C13;C12,"Disease or Syndrome",14,25
C0221347,Acrocyanosis,phenotype,C23;C17;C08;C14,"Disease or Syndrome",25,1
C0221348,"Hereditary lymphedema and yellow nails",disease,C23;C16;C17,"Disease or Syndrome",4,2
C0221352,"Syndactyly of fingers",disease,C16;C13;C05,"Congenital Abnormality",171,2
C0221353,"Horseshoe Kidney",disease,C16;C13;C12,"Congenital Abnormality",51,4
C0221354,"Frontal bossing",disease,C16;C05,"Congenital Abnormality",321,8
C0221355,Macrocephaly,disease,C16;C05;C10,"Congenital Abnormality",367,173
C0221356,Brachycephaly,disease,C16;C05,"Congenital Abnormality",186,19
C0221357,Brachydactyly,disease,C16;C05,"Congenital Abnormality",325,86
C0221358,"Long narrow head",disease,NULL,"Congenital Abnormality",154,5
C0221360,"Congenital absence of diaphragm",disease,C16;C13;C08,"Congenital Abnormality",1,0
C0221363,"Bifid nose",disease,C08;C09,"Congenital Abnormality",9,5
C0221365,"Double ureter",disease,NULL,"Congenital Abnormality",34,4
C0221369,"Acquired Camptodactyly",disease,NULL,"Acquired Abnormality",120,16
C0221373,"Claw hand",disease,C16;C05,"Congenital Abnormality",63,24
C0221376,"Hydrosalpinx (disease)",disease,C13;C01,"Disease or Syndrome",18,13
C0221385,"Syphilitic gumma",disease,C13;C01;C12,"Disease or Syndrome",1,1
C0221390,"Non-Bacterial Thrombotic Endocarditis",disease,C14,"Disease or Syndrome",1,1
C0221391,"Melanosis coli",disease,C23;C06;C17,"Disease or Syndrome",22,16
C0221392,"Atrophic Vaginitis",disease,C13,"Disease or Syndrome",5,2
C0221405,"Pituitary cachexia",disease,C10;C19,"Disease or Syndrome",8,14
C0221406,"Pituitary-dependent Cushing's disease",disease,C10;C19,"Disease or Syndrome",115,202
C0221409,"Anemia, hereditary spherocytic hemolytic",disease,C23;C16;C15,"Disease or Syndrome",5,3
C0221436,"Melanoderma (disorder)",disease,C23;C17,"Disease or Syndrome",2,2
C0221468,"Vitamin D-dependent rickets",disease,C16;C18;C13;C05;C12,"Disease or Syndrome",7,23
C0221473,"Blindness, Hysterical",phenotype,C23;C11;C10,"Mental or Behavioral Dysfunction",3,4
C0221480,"Recurrent depression",disease,F03,"Mental or Behavioral Dysfunction",19,18
C0221500,"Effects of heat",phenotype,NULL,"Disease or Syndrome",13,7
C0221505,"Lesion of brain",group,NULL,"Disease or Syndrome",188,209
C0221629,"Proximal muscle weakness",phenotype,C23;C05;C10,Finding,112,1
C0221715,"Intestinal carcinoma",disease,C06;C04,"Neoplastic Process",7,5
C0221725,"Bronchial Obstruction",disease,C08,"Disease or Syndrome",11,7
C0221727,"Pain in esophagus (finding)",phenotype,NULL,"Sign or Symptom",1,1
C0221745,"Depression suicidal",disease,F03,"Mental or Behavioral Dysfunction",1,1
C0221757,"alpha 1-Antitrypsin Deficiency",disease,C23;C16;C06;C08,"Disease or Syndrome",73,332
C0221759,"Brachial Plexus Neuritis",disease,C10,"Disease or Syndrome",3,4
C0221760,"brain cyst",disease,NULL,"Disease or Syndrome",18,17
C0221763,"Chronic cystitis",disease,C13;C12,"Disease or Syndrome",6,5
C0221764,"Chronic psychosis",disease,C23;F03,"Mental or Behavioral Dysfunction",2,2
C0221765,"Chronic schizophrenia",disease,F03,"Mental or Behavioral Dysfunction",48,50
C0221766,"Diastasis recti",disease,C05;C26,"Disease or Syndrome",22,1
C0221773,Hyperamylasemia,disease,C23,"Disease or Syndrome",14,6
C0221775,"Lumbar disc disease",disease,C23;C05,"Disease or Syndrome",49,49
C0221776,"Oral pain",phenotype,C23,"Sign or Symptom",11,6
C0221777,"Nontoxic goiter",disease,C19,"Disease or Syndrome",13,7
C0221785,"Pain in wrist",phenotype,C23;C05,"Sign or Symptom",1,1
